慘!!不要!!我一直沒有訊號...	1
 iphone或安卓它牌，再來說某某牌的手機就是爛。	1
一次付清才會給折扣，分期的一般都不會給	2
推:補充b群、溫薑汁可以止吐，玉米、橄欖也可以試看看	2
好衰...別難過，橘子汽水眼妝真的畫	1
我現在吃醫生開的&ldquo;新保麗能&rdquo;軟膠囊（60粒）！	2
上星期五？早過保固了不管原因寫啥你要修都是要付錢啦	2
推:這個很適合合約間墊檔便宜又好用	0
推:我會擦控油->防曬->底妝->蜜粉控油偶	2
真的很像xd	2
台灣人加油，一定要擺脫中國！！蔡英文這是很好的政策啊	0
到他自己都看得出來	2
吱吱藍的去酒店不意外貪污又要圖利誰了ㄏㄏㄏ	0
我是用語音輸入字跑了...我是在遠傳先辦好之後，再	2
以前喝過，當時對它的印象很好。但是久沒喝，被你一提有點懷念，會再去買來喝。	0
然而htc的這種手機只會在ptt出現...實際用上兩年後	2
推:以前會，還把眼皮翻開塗滿，現在無法了	1
推:已入手fasio控油真的超強!!	0
之前去美國有看到一個唇膏才1.99元買了一把哈哈	2
中國人一邊罵一邊又瘋狂去澳觀光留學買奶粉，真有病	1
另外也奉勸不要再依賴底妝的防曬係數，防	1
年紀輕輕就飄出大媽那種貪小便宜的味道拜託別再去買蝦皮害賣家了	1
悠遊卡部分不管是捷運閘門、公車、超商消費都會感應	2
推:查無不法鄉民白癡而已	2
噓:澳洲只要要求外國人買奶粉者出示護照，中國人就崩潰了	1
0:10太排骨了吧.....要多吃點牛排跟喝高蛋白....	2
最後一張有石原里美的fu~	2
白，不過蠻控油的，愛用兩個月中還在	0
推: xa1u推，用了好喜歡	0
win10難用到靠北~要不是筆電自帶win10加減用，早就解除安裝了	1
我買了覺得不好用??超乾超難沾也很難推開	1
噁爛	1
不太喜歡吃耶其實不怎麼好吃,冷了更慘	1
@毛毛毛毛毛毛毛毛毛毛毛毛因為手機本身只有1gb有些app不給解安或是不給轉到sd卡那怎麼辦	2
便利商店的茶裏王或御茶園吧~~習慣喝這兩種	2
吱吱水準不意外	1
推:擋人財路，小心喔	1
乾肌..乳霜超重要	2
三位數唇膏我先傻眼了	1
今天看到的，慎選保健食品	2
這邊算還不錯的了@@...	0
海嘯	2
到位，然後前瞻再一邊先做必做的，一邊規劃整合未來建設。就	2
生，甚至有女朋友可以去付出，文中女生實在很棒	0
雙重標準的選擇性覺青被酸被討厭也不意外啦	1
現在是夏天....超商飲料、冰品因該賣得很好!!	0
推:綠營頭號戰將三百人真的不算太多	0
 rimmel我覺得有點厚重，我妝前要搭質地比	1
早死光光了，根本補心酸的	1
推:我會選擇台哥，都這麼有誠意了	0
這個好吸引我而且成本也變低只要轉接線直接可用	0
推:資進黨不是叫假的根本就是資方的走狗	1
你給我去喝咖啡減肥  	2
推:超清爽超好吃，吃完心情變好很適合夏天！	0
剛開始會不適應，之後會發現apple其實不錯	0
sony耳機真的很讚	0
再來就是日旅發文好嚴格	2
高中開始保養真的是最適合的年齡！	0
都用媚點的，好畫又便宜	0
能恩非水解寶寶喝得很好,每天都大便,很好消化,吸收也不錯,兒子身材頭好壯壯	0
有訊號了！剛剛恢復了	0
推:太誇張了，決定下手買	2
噓:看到當kmt黨工的學長分享，我就知道要看惹	1
推:太強了！！！我腮紅只有3顆......	0
推:原來台中高鐵站有開啊～來看看去挺感興趣的	0
744買了愛用中	0
我其實滿想要那個雷蛇的徽章的xddd還有那個指尖陀螺xdd	0
嫌棄我的試色和眼妝～	1
沒有通話的額度就很不方便了呀	1
台灣之星的隨你講還不錯，通話量送很大，cp值很不錯！	0
最後還是先在klook買再到當地換	2
 kmt至少比dpp誠實	0
可惜sony不出筆電了	1
推:其實我也是在等業務的聯絡方式.......	2
我有辦耶！遠傳電信辦這張卡真的很好用，我就是因為它的繳費回饋才辦的	0
外觀。apple太貴買不起所以買sony而且android用習慣了	1
我在日本的小7買過義大利麵的好噁心= =	1
門號沒換過都一直在中華電信...。已經用了10多年了說(學生時代)	2
我也有看到新聞  	2
推:方的是粉餅，圓的好像是蜜粉餅	2
難道收了錢就不了了之	1
推: sor這倒沒注意因為女兒目前一歲半才開始用奶粉，不過很多	2
推:我之前去試妝，整個大浮粉，連我老公都看得	1
推:我覺得眼妝還是另外卸，學cara買了卸妝	2
推:沒肉，但覺得餡料還不少耶，滿好吃的xd	0
不能尊重他人，留美博士又怎樣，還不是顯得自己更沒水準。	1
噓:資進黨還我七天假	1
推:不意外，靠讓出來的江山遲早還回去	1
推:對就是我最慘	1
推:我剛剛在小屈看到一堆欸，而且我沒買xd	2
推:曾經在b買過一件大衣居然接袖處縫線斷開傻眼	1
超專業的，價錢熱量口感都很用心的整理出來，感恩千千和杏鮑菇。	0
推:覺青	1
你都沒考慮到~要打遊戲~所以全部買電競筆電就對了	2
推:想買貓街+1	0
燒毀~	2
電池不優~	1
推:很好吃，我買2盒了	0
推:明顯廣告不實	1
嘉義市歷任市長不會選出黑道	2
時再等人分享囉	2
推:實用推！^o^	0
樓上有喔長期在喝優酪乳鼻子過敏好很多	0
b206還不錯我覺得指紋功能很方便美中不足是我覺得相機畫質不夠好	2
活存王道銀行或richart,還沒風險	0
談不上喜不喜歡不過偶爾就是會想吃我覺得就是算不上最好但是還可以的感覺	2
樓上大大，“下載管理員”不是華碩手機內建的系統ap	2
推:推薦中華電信漫遊很方便去7天fb line google頻率高也	0
太亮了看不出來	1
推:我也沒反全部前瞻阿一半我都支持阿講過很多次啦	0
了！！加油！！！	0
 （那買幹嘛	2
總覺得那應該賣不出去啊... [emo46]	2
推:你中獎就是這樣，我多年前第一次組電腦買msi顯卡前後兩個月	2
看起來好像滿適合我的，改天去買買看	0
推: kmt的每一個總統跟官員。	2
發現acer套裝機其實是很耐用的推一下	0
用森田我的臉都大過敏還很痛人生第一次因為保養品/卸妝品過敏	1
不会忍不住大在自己褲子嗎！店員都要借你了，還這樣……可見日常生活中也是個骯髒的人~噁心	1
幹嘛沒事花錢幫要停產的手機加原本沒有的功能	1
噓:相信民進黨獨派有民主公平正義的跟相信共產的白痴一樣	1
推:除了連勝文任何一個浮上檯面的都能贏柯文哲	2
推:爹逼card	2
推: uniqlo耐穿價格ok net質感尚屬不足	2
是ㄚ等我試用到期要辦了	2
不認識了，看到路人而已，我常常半夜去超商買東西啊	2
有去門市問過了，目前是新申裝100m+人氣餐937	2
吸引人和多元	0
推:哈哈中肯推	0
想看嘴巴試色??	2
這個開箱很棒，介紹很多實際應用的案例，蠻生火的	0
推: ysl的唇釉（非變色款）無敵後悔	1
台巴子聯盟子是誰	1
我超愛707～～～	0
勻的問題，是根本完全無法上色，買一	1
.player我也覺得不錯喝不會很甜  	0
推:專業見解	0
很棒很漂亮的夜晚景色呦	0
推:請先生辦koko去超商繳水電瓦斯啦…	2
好哦謝謝	0
所以買了gaiety	2
推:想買！！！	0
推: 12月去首爾，今天剛從大阪和京都回來用起來都很順	0
噓:還巧合？這根本人謀不臧。	1
真的想要清掉張派dpp不會沒有辦法我看是內部有些人跟	0
是能恩"非水解"和"水解"才乳源不同	2
噓:低能覺青不意外	1
覺青：不要讓日本人不高興	1
民國92年實施迄民國101年間又在洗腦騙kmter科	1
謝分享新資訊很用心寫的體驗文有參考價值，繼續加油	0
好懷念的手機啊,以前nokia就是好用啊	0
推:新版比之前好多了，以前版本的整體排版配色很醜，使用上也	0
便利商店很不錯吧  	0
推:丸竹很乾喔	1
推:你畫的真美！我覺得他們刷具對於super	0
推:天啊都是我喜歡的產品qq	0
推:可我覺得好美啊!!!!!	0
推:畫的很美耶你好強	0
噓:硬要扯學運黃國昌耶zzzz中舔狗報水準不意外	1
突然好同情在小7員工	1
站前可能那個位置冷氣吹不太到，櫃哥櫃	2
目前是說499到月底趁這幾天快去吧！	2
我覺得我可能以後連超商店員的工作都無法勝任	1
華碩電腦事業不要被手機賠錢貨拖垮了	1
我是買這一台。八月底趁著家樂福有送10%購物金用22499購入，你可以多看看價格	2
該不會是喬伊??	2
台灣人現在已變成隨便大小便隨便殺人砍人開車撞人已經不輸對岸了	0
推:鹹到爆炸	1
開機速度也拿來講  ‍♂️真的一堆人買mac浪費錢	1
他媽的死奧客	1
這規格很像2年前的oppo r9 plus,現在應該下市了。	2
噓:好溫暖喔	0
推:好幸運!	0
不喜歡吃，從來不吃保健食品，除非看醫生有建議某些營養素太缺才會吃吧	1
b3我睫毛膏是他們家的，我下次買專用的卸！我目前用泥維雅好燻眼	2
我比較適合這篇文章介紹的msi gf63，因為較符合我的需求     	0
b23現在防曬門市就有買一送一啊可以考慮噢我是妳樓上～	2
如同n大說的想降月租我半年打電話不到1分鐘（偶	2
推:用心整理推	0
推薦兩位戀愛魔鏡的睫毛膏，保證不暈(畫錯重點	0
推:我家老大除了化妝水外還會擦白潤冰淨精	2
剛看pchome有喔！	2
噓:台灣今天會這麼慘...最主要的原因就是那群低能覺青愛帶風	1
有當過店員（不是超商），活動該給的贈品都是按照規定	2
大潤發比較好好市多小家庭不好逛	2
根本避重就輕，還拉鄰居下水客訴就好了還直接報警，這表示結仇結很深才會這樣做	1
我家喝能恩非水解的很適應喔	0
推:我有買125ml的擦臉很悶擦不勻，可能是	1
推:終於定調了這是好事.不用怕kmt上台了	0
透明顯示畫面就越暗	2
熱狗對人的負擔就太重了更何況是毛孩還是少給牠吃以免腎臟負荷太重。  	1
今天新聞出現砍個18%，大家就高潮了，其他就不管了啊	2
推:最後良心	0
公司在用自己家裡是用一般的筆電	2
阿津也是用asus的喔zenfone 4 pro評價不錯3600電池容量	0
日本的手機規格好像比較好	0
深海魚的重金屬汙染才嚴重!因為大魚位於食物鍊頂端,生物放大作用更明顯	1
我們筆電更爛，是阿共牌的聯想	1
妙巴黎不適合白肌也不適合乾肌它是偽保濕很快就浮粉了而且又會暗沉qq	1
超商正職薪水和工讀差不多網友嘆：扛責任卻沒價值	1
非必須品的，就代表價格大家都能接受啊	2
我超恨apple的作業系統	1
msi的pe62我目前在用推一下不錯不錯	0
妨礙風化~~缺業績的警察朋友~~不抓嗎?	1
推:有差喔，一樣是啄木鳥，同縣市裡的a區跟b區同一罐	2
前在拍賣買到"疑似"假貨，賣家不處	1
推:廣西人不只搞台獨還學發妹妹文xd	2
推:台哥大右上角寫商務服務我猜不是一般人能辦得	2
台灣做了很多國家幾世紀都到達不了的民主化程度	0
推:平常單擦曬後會濕敷妝前混粉底	2
之前遠傳企客是498	2
歡迎你來臺灣看看我們的7-11便利商店超棒超方便ˋˇˊ	0
推:覺得小屈活動做到很無感！彩妝的話可以週	1
非常感謝賢國的鼓勵與支持    	0
推:天阿!太厲害了!!!	0
推:這相機好強	0
 ttps://ppt.cc/fxtzqx momo也有,也是公司貨	2
台灣人假美國人讓人看了很生氣我很看不起這種人就這種假美國人叫她滾回去	1
考慮用成鯊魚戰鬥機不錯	0
推: rocer十分好認	0
的還這麼貴他還拿進微波爐我就拿去問店員怎麼水水	1
推:好吃	0
國際櫃氣墊	2
推:資進黨名不虛傳	1
林馬克別這麼說，要不然他們又要崩潰了	1
不想買隻有開後門的手機。	1
apple的技術力，不應該做出瀏海屏幕	1
可惜處理器太舊	1
買完超後悔，粉質滿差的...	1
推:覺青看顏色決定對錯的不意外	1
推:以前掌上型電腦就都有筆阿哈哈哈，因為觸控超不准所	1
推:不會，眼睛會不舒服又暈	1
而從沒賣過一些效果待實證醫學商確如馬卡萃取蝦紅素萃	2
我的在門市買的也沒有～	1
回帖獎勵+50分經驗值感覺就算建設成功也很難回本	2
推:首都幾十年了，國民黨不倒台灣不會好	2
那種店不需要人家業配吧純粹覺得好吃來推薦的什麼都業配業配	2
推:剛買好眼影，門市唇膏有讓我選色哦	2
好喜歡他們家的面膜喔～	0
7-11x化會裁剪人力~建議存錢作好第二技能準備…	2
推:大樹真的可以淘汰了+1	1
b6聽說中華還不錯每個地方訊號都很好	0
。早就解約閃人	1
由人地位一樣重要，不會有人質疑脫離奴隸身份的重要性，	2
推:客訴退貨去別櫃重買太誇張了	1
有三星手機殼嗎？	2
acer a15功能都蠻符合我的需要	0
噎死你這個王八蛋	1
可悲中年正常發揮嘛沒事的	1
藍營：哈哈不承認九二共識活該，綠營：哈哈當初罵	1
畫的好美哦！	0
笑死真可憐	1
滴雞精是一個不錯的選擇,份量不多又用喝的,方便食用	0
電腦和手機有什麼關係？？？	2
推:能恩水解很順，可以直接打到雀巢客服訂宅配到府方便	0
推:當初都不出gpro3搭g4相機	2
冷凍水餃都差不多沒有比較推薦的,如真要吃的話還是去菜市場找還比較好吃	2
b8主要是螢幕爛office會跑版語言切換很麻煩大概是這樣	1
推:常常被生火買妝前可是通常結果都不好用	1
每天都跌停，下市算了。每天都跌停，下市算了	1
噓:廢死覺青給我閉嘴	1
上禮拜提姆哥各種撩xd	2
不是要上課不是要早睡	2
你好，電視需有hdmi端，iphone se可以唷～現在就「購」  	2
有超方便的!郵局沒開可是趕著寄信的時候很讚	0
推:有些7-11一天收兩次貨如果是隔壁縣市	2
推: kmt讓人完全無法原諒的就是,從頭到尾沒對自己的惡行真誠	1
乾了	2
噓:舔共xx	1
拿前面的合約書去談啊	2
推:殺自己人第1名根本kmt被狂派(土共)給打到邊疆星球	2
掉也會暈……後來都認命不買眼線筆，	1
他們的退休金組成,有一部分既不是18% ,也不是退撫	2
個人覺得300以下的方案選擇台灣之星最划算。	0
推:推推菜英文好棒棒	0
推:老想兩面討好的台巴子實在不太值得浪費美國人生命防衛	1
推:好看耶很適合你的顏色正	0
噓:吱吱，不意外	1
不算啊	2
可惜一個也沒買過	1
姆咪	2
推:真的耶統派可以光明正大逃兵反正他們不上戰場負責投降	1
樓上是換什麼奶粉呢？建議直接帶去找小兒科醫生嗎？	2
痘痘貼好用～～	0
我一點都不興災樂禍，兩黨都抓這是好事把不良的都趕出政壇	1
哈哈我就簡單兩個字"台灣"或"中國"。真有趣，你很喜歡累贅...	0
推:乾肌通勤服役allie粉瓶可以，也有買金	2
食安永遠是台灣無法解決的問題	1
這珠光..我不行><如果流汗出油感覺會很可怕??	1
大家加油。正義無敵。加油	0
要走到大馬路才行但在我家任何地方都21~25m...	2
不然沒聲音都被當啞巴	1
懷念kmt執政	0
噓:哈哈哈哈哈哈哈哈哈	2
出來講的口氣就超差我都跟他說不勉強不能開我三個月	1
噓:奴才看主子馬狗跪舔還被拔邦交國心疼蔡沒舔就超不爽	1
現在line新聞為什麼一篇都要放兩則啊莫名其妙！	1
推:既然你沒有要聽電話只使用網路，直接買能插sim卡的	2
個人覺得很沒有良心	1
現在都用不到筆電pass了	2
才是獲利今天你沒技術沒經驗弄壞了是不是這樣	1
噓:吱吱又開始說書了不意外啊	1
推:支那人不來，太好了	0
了，話說誰有序號xd	2
那msi的電競椅好坐嗎	2
我現在是用中華電信但我覺得遠傳也不錯這兩家除非有申請專案不然吃到飽都要1000+	0
推:部分系統不期不待準備mod備用	2
。業配真是辛苦你來發文	1
這味道我也無法接受的說，塗完很久過後還是會有味道??，暫時打入冷宮中，雖然顏色真的很美	1
不住就算是中華電也會跌10%~20%，帳面短期間少幾十萬	2
沒常識到一個極限，信教不意外	1
推:舒服	0
滿額禮千萬不要換唇膏…超級地雷顏色怪又塗不飽滿	1
大雨澆不熄志工的熱情!強力促票gogogo	0
推:蔣智賢用點的吱吱覺得賺不賺就知道了	2
一次給一種奶粉，如果合，就不要在換	2
推試色用在嘴上有什麼好大驚小怪...弄	1
於是辨了光世代，頻道都沒換。但那天去辨時門市也有	2
推:以後直接出支活生生的線形機整支上面全是鏡頭	2
推:買過一款很有效，但很貴qq	2
噓:中國國民黨跟人講公平哈哈哈哈哈哈哈哈哈哈	1
 c大真的可以靠櫃試妝看看我覺得唯一的	2
刷渣打銀行信用卡/金融卡滿額!送可愛的米奇/米妮行李箱   cardu.tw/0fbe	2
 dpp也不是當初創黨情操的dpp了	2
感覺看別人手機拍照都很好看自己拍常常都拍的不夠好...羨慕啊~	2
 支持果昌幫填這個	0
反正有裝光世代，多一台mod放家裡也不錯。	0
真可悲	1
噓:過太爽了	1
推:面膜買一送一結帳還有再打9折，今天有買!	2
香港覺青，不意外	1
跟kmt無關，在便利商店做過就知道，台灣四處是爛人	1
推: zackbuks你不認識對吧xd	2
是我操壞的.....不是買王	1
吱吱打不贏就丟人不意外	1
推:我覺得瑞興銀行的比較好耶，最近才剛申辦!!	0
吱吱不敢建國，就沒有亡國的問題啦，你有時候不得不佩服	2
推:未看先猜推文一堆喊9.2	2
噓:看推文就知道黨國的洗腦教育還是挺成功的rocer不ey	1
自我感覺良好的人一向容易跟社會脫節在他心中只有永遠只有自己沒有別人	1
我也想要一台....這樣可以一邊接電腦一邊接ps4...	0
有今天去新光銀行實習面試嘛他們都問一些什麼問題啊  	2
b11應該是～可是他這個試色也太粗了吧哈哈他輕輕用的話可以畫眼下～	2
請問今天什麼時候會公佈價錢@@	2
b1可是顏色真的超美的啊~	0
真美黑眼圈超重的~~~太可憐了	1
用手機拍出的照片比單眼拍的還要漂亮	0
推:溫馨	0
我乾肌覺得黃瓶很油..暑假練宿營狂塗還是黑有點失望	1
他是“高高在上”的留美博士啊！我們小老百姓本來就該死等挨吉嘍！	1
刷子一美元不到啊	2
中華電信幹你老母	1
優選一樣有假貨這個別買	1
推:台灣覺青又高潮了！	1
你這麼懂甘油球，哈哈，為什麼呢?覺青，不意外	1
推:媽媽是否也吃到易脹氣的食物呢？	2
推:哈哈吱吱就雙重標準啊心裡面都有把伸縮尺	1
噓:走狗最喜歡爭論、教訓台灣人正統，卻對中共脫褲媚笑xd	1
單過失敗	1
搖起來）	2
噓:冥進洞就ㄧ群沒風度的流氓	1
推:可啊，我前同事之前在htc全家當店長，就變工程師了	2
覺得可以帶保健食品～對長輩健康有幫助～印象比較好	0
推:你的眼珠好美哦！	0
想問za之前還會用眼唇卸妝嗎	2
我iphone 4以後的都不喜歡了	1
推:期待悠遊卡真的不用想台灣怎麼可能換設備	2
喜歡像missha br01的那種設計，至少	0
垃圾人	1
德國菜英文不意外鎖國不拼經濟就等著滾下台吧	1
推:方便耶	0
殺綠狗	1
覺青真的很棒，永遠可以創造一堆藉口，真的很有創意	2
我買專櫃也是無感沒想要縮毛孔但使用上就是無感	1
推:覺醒吱吱不意外☺	1
推:不一定要選水解的,如果你小孩越來越大的化~我家寶貝	2
女神降臨~	2
女生的上以有做腰間如果不在意的話是可以的	2
不是有人測試兩邊都可以充?	2
我目前的所有存款都轉去郵局了玉山的機器有時候也要	2
推:覺得這款不同店員做的喝起來都略有差異…	2
rog。可惜4g不是5g	1
明明就遠傳大當機，爛死了。客服只會狂跳針沒沒問題	1
炸彈在哪裡?屎蛆的肛門裡?	2
推:謝謝分享，試色照很用心	0
推:沒有勝文不行...	2
推: mx500保固長bx300 mlc也比較便宜看你我比較偏愛bx300	0
哈哈哈哈哈哈哈哈哈哈哈哈笑死	0
推:超級歡迎快來吧	0
這就是台灣人的水準，還好意思笑陸客。。。	1
用xd妳的試妝看起來ysl真的比較輕透耶	0
推:容量適中，剛好可以裝擠乳器配備，外出好用	0
行銷手法~~吃那不如吃一些天然食品~~	1
不要臉的人怎麼那麼多	1
外型我覺得還不錯啊	0
噓: 9.2 kmter不意外	1
哈哈買吧	2
二類電信家樂福遠傳二類電信統一一樣)	2
 dpp不意外	1
推: kmt der首長非公務員！	2
華碩哈哈。不想拿哀鳳太貴惹	1
常在line留言版上的軍公教人員都噤聲了	1
我推n580gd 它的效能比較強	0
王威中這傢伙是廢死的，看那嘴臉就肚烂	1
有事證在高等行政法院就可以提了	2
推:藥師去賣保健食品當專業也是一個滿可悲的環境	1
遠傳總是走貼心路線呀	0
是說我第一次洗手機發現有這提醒的時候覺得好可愛	0
沒資格好像很好喝	2
弄成藍色或綠色也很難下嚥吧	1
假和尚，假奶粉。這樣的民族，去到邊就污染到邊，今天香港人真是十分可憐。望台灣國民堅持到底，不要淪陷。	1
推:昨天買小屈只用了88元折扣碼qq可惡啊	1
推:老協珍常溫版則是好喝便宜	0
推:奶粉先裝好在奶瓶裡，和保溫瓶放在床邊，轉頭就可以	2
不錯	0
有些卡小只會躲在電腦或手機前吠而已，真的出事了就龜縮！	1
在kmt這樣就知道一路從大陸輸到台灣根本不意外。	1
uu超值多了	0
那你幹嘛搶銀行還莫名其妙害死行員	1
asus三年路過慘痛經驗壞東壞西	1
噓:公開這個幹嘛快去公開吱吱跟覺青瞑單阿	1
推:會擋在500米之外啦看看當初陳雲林來台灣的陣仗就知道	2
推:我跟樓主大大有同感，我也是同時操作	2
推:這款面膜真的很好用，燕窩味道比較好聞，難得可以買	0
推:就是效果卓越才跳針說你崩潰叫你閉嘴啊～哈哈哈	1
:有朋友反映遠傳收訊不錯聽說	0
沒錯~。應該很多人會加選這個...	2
不過亞太主要的劣勢真的是網路通話已經壓過網內互打	1
推: a牌散熱真的奇差無比！	1
不適合一直很猶豫要不要買5另外tart	1
推:拔耳機孔就是自殺pixel也是sony也是	1
期待u12	0
難用+1	1
我剛買那瓶只是我把他當成濕敷的想再另外找化妝水	2
推:覺青不要崩潰	1
看不下去了，嘉宾太恶搞	1
推:推質感真的不一樣但是白色球衣很多人說還要幫台新銀行	2
推:我吃了兩罐超標的氣死	1
覺青：以後軍公教22k全民皆大歡喜	2
推:還好我老婆吃gnc魚油不吃藻油沒影響到	2
噓:廢物蠢吱最愛習包子	1
推:聯合不意外啊~	1
b6原來7x4有!!長知識了!蝦皮超多假的!!!!!	1
推: kmt優質教育	0
看到群內就大概知道是專案了會提到群內通常就是有	2
些都不是真正天然	1
推:推用心!!!好強喔喔喔！	0
下眼線畫起來好自然，真的比較有神！	0
全家的可可好棒棒可配飲料49元好吃當宵夜也可以	0
副食品加點油，水果可以吃火龍果奇異果木瓜	2
號不佳，整個悲劇。	1
有啊所以去固定買的就比較不會講每次剛好沒貨去藥局買不僅比較貴還要被唸超煩	1
摔手機!但iphone還是很完好因為使用體驗很佳	0
推:屌打kmt，完全不知道在幹嘛的	0
